token,logprob,offset,line 
 cousin,-3.799165,61,4480
 last,-6.175472,68,4480
 winter,-5.70121,73,4480
 .,-5.6278863,80,4480
She,,0,4481
 can,-5.414358,3,4481
 not,-5.3278327,7,4481
 believe,-4.2890286,11,4481
 what,-2.439075,19,4481
 I,-3.521704,24,4481
 recalled,-12.686315,26,4481
 my,-6.324327,35,4481
 good,-6.925823,38,4481
 friend,-2.4444416,43,4481
 married,-9.829249,50,4481
 my,-4.774435,58,4481
 cousin,-4.0456376,61,4481
 last,-6.254065,68,4481
 winter,-5.862485,73,4481
 .,-5.4476733,80,4481
She,,0,4482
 can,-5.4146414,3,4482
 not,-5.328221,7,4482
 believe,-4.2768807,11,4482
 that,-1.5467116,19,4482
 I,-2.920153,24,4482
 recalled,-11.114829,26,4482
 my,-3.8704486,35,4482
 good,-7.1475058,38,4482
 friend,-3.1300344,43,4482
 married,-10.16489,50,4482
 last,-5.8588095,58,4482
 winter,-5.713476,63,4482
 .,-5.8082848,70,4482
She,,0,4483
 can,-5.4146414,3,4483
 not,-5.328221,7,4483
 believe,-4.2768807,11,4483
 what,-2.436589,19,4483
 I,-3.5069087,24,4483
 recalled,-12.692233,26,4483
 my,-6.321938,35,4483
 good,-6.9188957,38,4483
 friend,-2.4662364,43,4483
 married,-9.822866,50,4483
 last,-5.9405713,58,4483
 winter,-5.4655504,63,4483
 .,-5.706,70,4483
She,,0,4484
 can,-5.4147744,3,4484
 not,-5.315571,7,4484
 believe,-4.2764935,11,4484
 that,-1.5495982,19,4484
 I,-2.9258642,24,4484
 recalled,-11.114789,26,4484
 that,-2.4764357,35,4484
 my,-6.303892,40,4484
 good,-6.9878125,43,4484
 friend,-1.2890652,48,4484
 married,-7.321658,55,4484
 my,-4.6115685,63,4484
 cousin,-3.4119103,66,4484
 last,-5.4857326,73,4484
 winter,-5.616246,78,4484
 .,-5.9147067,85,4484
She,,0,4485
 can,-5.4147587,3,4485
 not,-5.3203974,7,4485
 believe,-4.280186,11,4485
 what,-2.4361937,19,4485
 I,-3.5082657,24,4485
 recalled,-12.692663,26,4485
 that,-4.556048,35,4485
 my,-4.2740784,40,4485
 good,-7.061559,43,4485
 friend,-1.0018874,48,4485
 married,-7.7388806,55,4485
 my,-3.9461017,63,4485
 cousin,-3.734784,66,4485
 last,-5.5173445,73,4485
 winter,-5.974192,78,4485
 .,-5.294326,85,4485
She,,0,4486
 can,-5.4146414,3,4486
 not,-5.32822,7,4486
 believe,-4.2768803,11,4486
 that,-1.546711,19,4486
 I,-2.9201534,24,4486
 recalled,-11.114832,26,4486
 that,-2.467007,35,4486
 my,-6.269555,40,4486
 good,-6.994618,43,4486
 friend,-1.2712193,48,4486
 married,-7.3188553,55,4486
 last,-5.6365414,63,4486
 winter,-5.364078,68,4486
 .,-5.924773,75,4486
She,,0,4487
 can,-5.414796,3,4487
 not,-5.3218627,7,4487
 believe,-4.282492,11,4487
 what,-2.4331934,19,4487
 I,-3.535482,24,4487
 recalled,-12.707589,26,4487
 that,-4.551438,35,4487
 my,-4.277996,40,4487
 good,-7.062425,43,4487
 friend,-1.0206308,48,4487
 married,-7.744042,55,4487
 last,-5.4003363,63,4487
 winter,-5.5411153,68,4487
 .,-5.63506,75,4487
She,,0,4488
 can,-5.414358,3,4488
 not,-5.327829,7,4488
 believe,-4.2890325,11,4488
 that,-1.5491171,19,4488
 I,-2.9204516,24,4488
 recalled,-11.123778,26,4488
 whether,-10.237479,35,4488
 my,-4.7580047,43,4488
 good,-7.452307,46,4488
 friend,-1.0984854,51,4488
 married,-6.8672223,58,4488
 my,-4.9813995,66,4488
 cousin,-3.4094324,69,4488
 last,-5.947986,76,4488
 winter,-5.896122,81,4488
 .,-5.9728565,88,4488
She,,0,4489
 can,-5.414358,3,4489
 not,-5.327829,7,4489
 believe,-4.2890325,11,4489
 what,-2.4390786,19,4489
 I,-3.5217075,24,4489
 recalled,-12.686312,26,4489
 whether,-11.13085,35,4489
 my,-4.2146597,43,4489
 good,-6.9186463,46,4489
 friend,-2.2253773,51,4489
 married,-7.2577615,58,4489
 my,-4.1124253,66,4489
 cousin,-4.1327505,69,4489
 last,-6.648863,76,4489
 winter,-5.8577137,81,4489
 .,-5.355941,88,4489
She,,0,4490
 can,-5.414633,3,4490
 not,-5.3264284,7,4490
 believe,-4.2773104,11,4490
 that,-1.5461038,19,4490
 I,-2.918712,24,4490
 recalled,-11.108507,26,4490
 whether,-10.246586,35,4490
 my,-4.7766643,43,4490
 good,-7.4693565,46,4490
 friend,-1.1077307,51,4490
 married,-6.845719,58,4490
 last,-5.394988,66,4490
 winter,-5.914256,71,4490
 .,-6.348014,78,4490
She,,0,4491
 can,-5.414633,3,4491
 not,-5.3264284,7,4491
 believe,-4.2773104,11,4491
 what,-2.4374576,19,4491
 I,-3.5238388,24,4491
 recalled,-12.685912,26,4491
 whether,-11.153365,35,4491
 my,-4.207049,43,4491
 good,-6.9246573,46,4491
 friend,-2.234087,51,4491
 married,-7.259632,58,4491
 last,-6.203796,66,4491
 winter,-5.4129977,71,4491
 .,-5.631604,78,4491
Our,,0,4492
 neighbor,-9.056029,3,4492
 reminded,-9.006874,12,4492
 us,-0.6368397,21,4492
 that,-0.80954766,24,4492
 she,-3.253863,29,4492
 remembered,-6.627832,33,4492
 the,-1.9962995,44,4492
 truck,-6.8937173,48,4492
 dragged,-12.423503,54,4492
 the,-1.9072926,62,4492
 car,-3.5307503,66,4492
 out,-2.7301707,70,4492
 of,-0.39504296,74,4492
 the,-0.17404205,77,4492
 ditch,-2.1042104,81,4492
 .,-7.7919507,87,4492
Our,,0,4493
 neighbor,-9.0556135,3,4493
 reminded,-9.03297,12,4493
 us,-0.6256534,21,4493
 what,-5.5477495,24,4493
 she,-4.346023,29,4493
 remembered,-5.9176474,33,4493
 the,-4.317898,44,4493
 truck,-7.277315,48,4493
 dragged,-11.156076,54,4493
 the,-3.6294239,62,4493
 car,-4.0016603,66,4493
 out,-2.8876498,70,4493
 of,-0.69030094,74,4493
 the,-0.21566218,77,4493
 ditch,-2.476051,81,4493
 .,-7.349747,87,4493
Our,,0,4494
 neighbor,-9.056166,3,4494
 reminded,-9.035633,12,4494
 us,-0.6218432,21,4494
 that,-0.8121843,24,4494
 she,-3.2574344,29,4494
 remembered,-6.6222982,33,4494
 the,-1.9927149,44,4494
 truck,-6.8923187,48,4494
 dragged,-12.420414,54,4494
 out,-3.6170382,62,4494
 of,-1.1509782,66,4494
 the,-0.29330665,69,4494
 ditch,-2.6768188,73,4494
 .,-8.55124,79,4494
Our,,0,4495
 neighbor,-9.056082,3,4495
 reminded,-9.021305,12,4495
 us,-0.622236,21,4495
 what,-5.5529757,24,4495
 she,-4.337932,29,4495
 remembered,-5.9223657,33,4495
 the,-4.305535,44,4495
 truck,-7.2726765,48,4495
 dragged,-11.169546,54,4495
 out,-2.5218778,62,4495
 of,-0.5758445,66,4495
 the,-0.3395386,69,4495
 ditch,-3.212198,73,4495
 .,-7.561119,79,4495
Our,,0,4496
 neighbor,-9.055917,3,4496
 reminded,-9.035823,12,4496
 us,-0.6464451,21,4496
 that,-0.8102985,24,4496
 she,-3.245557,29,4496
 remembered,-6.6305585,33,4496
 that,-3.23948,44,4496
 the,-2.3059409,49,4496
 truck,-6.817617,53,4496
 dragged,-9.808797,59,4496
 the,-1.2952164,67,4496
 car,-3.5602198,71,4496
 out,-3.2744734,75,4496
 of,-0.36531267,79,4496
 the,-0.16817111,82,4496
 ditch,-2.3545156,86,4496
 .,-7.8429666,92,4496
Our,,0,4497
 neighbor,-9.055887,3,4497
 reminded,-9.023099,12,4497
 us,-0.6336581,21,4497
 what,-5.5482492,24,4497
 she,-4.3584566,29,4497
 remembered,-5.9313397,33,4497
 that,-4.906975,44,4497
 the,-2.9895399,49,4497
 truck,-6.656018,53,4497
 dragged,-9.068028,59,4497
 the,-1.1301547,67,4497
 car,-3.379866,71,4497
 out,-3.6695395,75,4497
 of,-0.47711,79,4497
 the,-0.22283937,82,4497
 ditch,-2.7287247,86,4497
 .,-7.6604714,92,4497
Our,,0,4498
 neighbor,-9.0556135,3,4498
 reminded,-9.03297,12,4498
 us,-0.6256534,21,4498
 that,-0.8132484,24,4498
 she,-3.2499938,29,4498
 remembered,-6.634709,33,4498
 that,-3.2507956,44,4498
 the,-2.304755,49,4498
 truck,-6.822066,53,4498
 dragged,-9.797715,59,4498
 out,-4.6603837,67,4498
 of,-1.6331304,71,4498
 the,-0.39059436,74,4498
 ditch,-3.2286963,78,4498
 .,-8.845343,84,4498
Our,,0,4499
 neighbor,-9.055776,3,4499
 reminded,-9.030271,12,4499
 us,-0.64220387,21,4499
 what,-5.548609,24,4499
 she,-4.3459063,29,4499
 remembered,-5.9107447,33,4499
 that,-4.902858,44,4499
 the,-2.9878209,49,4499
 truck,-6.663605,53,4499
 dragged,-9.077535,59,4499
 out,-5.538632,67,4499
 of,-1.8738288,71,4499
 the,-0.35191286,74,4499
 ditch,-2.9519525,78,4499
 .,-8.223242,84,4499
Our,,0,4500
 neighbor,-9.055444,3,4500
 reminded,-9.01572,12,4500
 us,-0.6314288,21,4500
 that,-0.8105234,24,4500
 she,-3.2494946,29,4500
 remembered,-6.6212697,33,4500
 whether,-11.31263,44,4500
 the,-2.308246,52,4500
 truck,-6.345247,56,4500
 dragged,-10.630352,62,4500
 the,-1.1515497,70,4500
 car,-3.317127,74,4500
 out,-3.3513165,78,4500
 of,-0.4184074,82,4500
 the,-0.14168839,85,4500
 ditch,-2.4302614,89,4500
 .,-8.522876,95,4500
Our,,0,4501
 neighbor,-9.055927,3,4501
 reminded,-9.008465,12,4501
 us,-0.6408062,21,4501
 what,-5.544733,24,4501
 she,-4.3540077,29,4501
 remembered,-5.916849,33,4501
 whether,-13.825144,44,4501
 the,-3.7667987,52,4501
 truck,-6.8200793,56,4501
 dragged,-9.359122,62,4501
 the,-1.5079031,70,4501
 car,-2.942976,74,4501
 out,-3.146707,78,4501
 of,-0.52051514,82,4501
 the,-0.2063205,85,4501
 ditch,-2.6282103,89,4501
 .,-8.318801,95,4501
Our,,0,4502
 neighbor,-9.056029,3,4502
 reminded,-9.006873,12,4502
 us,-0.6368397,21,4502
 that,-0.8095488,24,4502
 she,-3.2538624,29,4502
 remembered,-6.6278315,33,4502
 whether,-11.298235,44,4502
 the,-2.3160877,52,4502
 truck,-6.343949,56,4502
 dragged,-10.639975,62,4502
 out,-5.012473,70,4502
 of,-1.3627717,74,4502
 the,-0.38010132,77,4502
 ditch,-3.6049447,81,4502
 .,-8.9331875,87,4502
Our,,0,4503
 neighbor,-9.056029,3,4503
 reminded,-9.006873,12,4503
 us,-0.6368397,21,4503
 what,-5.543222,24,4503
 she,-4.353395,29,4503
 remembered,-5.920423,33,4503
 whether,-13.816779,44,4503
 the,-3.7694836,52,4503
 truck,-6.8201327,56,4503
 dragged,-9.365786,62,4503
 out,-4.6521006,70,4503
 of,-2.0473146,74,4503
 the,-0.41771027,77,4503
 ditch,-3.0596952,81,4503
 .,-8.486933,87,4503
The,,0,4504
 shop,-9.042023,3,4504
 owner,-2.5759575,8,4504
 told,-3.9126968,14,4504
 me,-2.216145,19,4504
 that,-1.023716,22,4504
 the,-1.7886811,27,4504
 man,-4.186091,31,4504
 said,-4.0301037,35,4504
 the,-3.0993114,40,4504
 restaurant,-7.9229097,44,4504
 prepared,-8.694461,55,4504
 a,-3.068026,64,4504
 new,-4.7686167,66,4504
 recipe,-4.701827,70,4504
 earlier,-8.158954,77,4504
 that,-1.3633627,85,4504
 week,-2.7102354,90,4504
 .,-8.577682,95,4504
The,,0,4505
 shop,-9.0422125,3,4505
 owner,-2.5824099,8,4505
 told,-3.9088917,14,4505
 me,-2.226975,19,4505
 what,-5.0864058,22,4505
 the,-2.9892724,27,4505
 man,-4.2350783,31,4505
 said,-1.5812135,35,4505
 the,-6.420529,40,4505
 restaurant,-9.260655,44,4505
 prepared,-8.166579,55,4505
 a,-6.7549577,64,4505
 new,-4.562598,66,4505
 recipe,-3.8702898,70,4505
 earlier,-8.332176,77,4505
 that,-1.794398,85,4505
 week,-3.0795362,90,4505
 .,-7.662168,95,4505
The,,0,4506
 shop,-9.041796,3,4506
 owner,-2.5740535,8,4506
 told,-3.9125214,14,4506
 me,-2.2303462,19,4506
 that,-1.0191916,22,4506
 the,-1.7868379,27,4506
 man,-4.1834908,31,4506
 said,-4.0290666,35,4506
 the,-3.0917847,40,4506
 restaurant,-7.920789,44,4506
 prepared,-8.67306,55,4506
 earlier,-11.300521,64,4506
 that,-2.7243502,72,4506
 week,-4.449501,77,4506
 .,-9.068736,82,4506
The,,0,4507
 shop,-9.041796,3,4507
 owner,-2.5740535,8,4507
 told,-3.9125247,14,4507
 me,-2.2303462,19,4507
 what,-5.08424,22,4507
 the,-2.992781,27,4507
 man,-4.240753,31,4507
 said,-1.5770336,35,4507
 the,-6.418936,40,4507
 restaurant,-9.274139,44,4507
 prepared,-8.193186,55,4507
 earlier,-7.4581523,64,4507
 that,-1.5046928,72,4507
 week,-4.8379035,77,4507
 .,-7.922596,82,4507
The,,0,4508
 shop,-9.041824,3,4508
 owner,-2.5774963,8,4508
 told,-3.9082837,14,4508
 me,-2.219588,19,4508
 that,-1.0197834,22,4508
 the,-1.7878209,27,4508
 man,-4.1924586,31,4508
 said,-4.0270658,35,4508
 that,-2.226101,40,4508
 the,-2.2716968,45,4508
 restaurant,-7.340177,49,4508
 prepared,-8.556799,60,4508
 a,-2.8603563,69,4508
 new,-4.4620743,71,4508
 recipe,-4.3799663,75,4508
 earlier,-8.195125,82,4508
 that,-1.2508067,90,4508
 week,-3.1345694,95,4508
 .,-8.570995,100,4508
The,,0,4509
 shop,-9.041982,3,4509
 owner,-2.5739865,8,4509
 told,-3.9175782,14,4509
 me,-2.2224195,19,4509
 what,-5.0865374,22,4509
 the,-2.993618,27,4509
 man,-4.241397,31,4509
 said,-1.5782404,35,4509
 that,-5.7337265,40,4509
 the,-3.890182,45,4509
 restaurant,-7.4871626,49,4509
 prepared,-8.0077095,60,4509
 a,-3.731005,69,4509
 new,-4.1610723,71,4509
 recipe,-4.1339006,75,4509
 earlier,-8.525676,82,4509
 that,-1.7964011,90,4509
 week,-3.762128,95,4509
 .,-8.084713,100,4509
The,,0,4510
 shop,-9.041859,3,4510
 owner,-2.5824432,8,4510
 told,-3.915315,14,4510
 me,-2.224408,19,4510
 that,-1.0211896,22,4510
 the,-1.7874198,27,4510
 man,-4.184451,31,4510
 said,-4.0317154,35,4510
 that,-2.220252,40,4510
 the,-2.2713017,45,4510
 restaurant,-7.3465643,49,4510
 prepared,-8.570546,60,4510
 earlier,-10.866173,69,4510
 that,-2.8607543,77,4510
 week,-4.629106,82,4510
 .,-9.192367,87,4510
The,,0,4511
 shop,-9.04174,3,4511
 owner,-2.571843,8,4511
 told,-3.9082878,14,4511
 me,-2.2395616,19,4511
 what,-5.084394,22,4511
 the,-2.9940615,27,4511
 man,-4.2399144,31,4511
 said,-1.5816355,35,4511
 that,-5.7316737,40,4511
 the,-3.898094,45,4511
 restaurant,-7.480963,49,4511
 prepared,-7.990264,60,4511
 earlier,-7.3029275,69,4511
 that,-2.6064067,77,4511
 week,-5.342999,82,4511
 .,-7.9452767,87,4511
The,,0,4512
 shop,-9.041859,3,4512
 owner,-2.5824432,8,4512
 told,-3.9153116,14,4512
 me,-2.224408,19,4512
 that,-1.0211864,22,4512
 the,-1.787423,27,4512
 man,-4.184449,31,4512
 said,-4.0317144,35,4512
 whether,-10.981629,40,4512
 the,-2.5485077,48,4512
 restaurant,-6.9843345,52,4512
 prepared,-8.619921,63,4512
 a,-3.7401736,72,4512
 new,-4.938369,74,4512
 recipe,-7.5852556,78,4512
 earlier,-9.116045,85,4512
 that,-1.9031131,93,4512
 week,-3.586836,98,4512
 .,-8.178157,103,4512
The,,0,4513
 shop,-9.041795,3,4513
 owner,-2.5724702,8,4513
 told,-3.9133677,14,4513
 me,-2.2190695,19,4513
 what,-5.082491,22,4513
 the,-2.992832,27,4513
 man,-4.235301,31,4513
 said,-1.5770862,35,4513
 whether,-13.091064,40,4513
 the,-3.2254672,48,4513
 restaurant,-7.935365,52,4513
 prepared,-8.287312,63,4513
 a,-3.3341506,72,4513
 new,-4.2674675,74,4513
 recipe,-7.8480244,78,4513
 earlier,-8.514228,85,4513
 that,-2.0812476,93,4513
 week,-4.0048804,98,4513
 .,-7.2933817,103,4513
The,,0,4514
 shop,-9.041758,3,4514
 owner,-2.5819957,8,4514
 told,-3.9164298,14,4514
 me,-2.2402263,19,4514
 that,-1.0182773,22,4514
 the,-1.7890104,27,4514
 man,-4.185677,31,4514
 said,-4.02735,35,4514
 whether,-10.971659,40,4514
 the,-2.5503848,48,4514
 restaurant,-6.97345,52,4514
 prepared,-8.61057,63,4514
 earlier,-12.047203,72,4514
 that,-3.6148376,80,4514
 week,-4.879604,85,4514
 .,-8.680316,90,4514
The,,0,4515
 shop,-9.041758,3,4515
 owner,-2.5819957,8,4515
 told,-3.9164298,14,4515
 me,-2.2402263,19,4515
 what,-5.088105,22,4515
 the,-2.9908562,27,4515
 man,-4.230972,31,4515
 said,-1.5728632,35,4515
 whether,-13.095315,40,4515
 the,-3.2248688,48,4515
 restaurant,-7.9203978,52,4515
 prepared,-8.295766,63,4515
 earlier,-9.696948,72,4515
 that,-4.0427017,80,4515
 week,-5.458176,85,4515
 .,-6.9927063,90,4515
My,,0,4516
 sister,-5.043162,2,4516
 told,-4.598661,9,4516
 me,-0.18523955,14,4516
 that,-1.494028,17,4516
 our,-4.5431733,22,4516
 mother,-1.8826569,26,4516
 admitted,-8.096834,33,4516
 the,-4.268353,42,4516
 newspaper,-9.0706,46,4516
 published,-6.521098,56,4516
 a,-1.3965591,66,4516
 false,-2.0583851,68,4516
 story,-0.7779915,74,4516
 last,-6.406617,80,4516
 month,-2.4472487,85,4516
 .,-7.275681,91,4516
My,,0,4517
 sister,-5.0431433,2,4517
 told,-4.5979247,9,4517
 me,-0.18608746,14,4517
 what,-4.239917,17,4517
 our,-7.3870373,22,4517
 mother,-1.5920144,26,4517
 admitted,-9.577336,33,4517
 the,-5.3081594,42,4517
 newspaper,-11.478174,46,4517
 published,-5.131152,56,4517
 a,-3.9008663,66,4517
 false,-3.7143884,68,4517
 story,-0.818589,74,4517
 last,-6.7386594,80,4517
 month,-2.0385058,85,4517
 .,-6.8635993,91,4517
My,,0,4518
 sister,-5.0432115,2,4518
 told,-4.5985236,9,4518
 me,-0.1853326,14,4518
 that,-1.4924268,17,4518
 our,-4.314671,22,4518
 mother,-1.8777351,26,4518
 admitted,-8.0996,33,4518
 the,-4.269843,42,4518
 newspaper,-9.078111,46,4518
 published,-6.5102406,56,4518
 last,-7.4811482,66,4518
 month,-2.482614,71,4518
 .,-8.820977,77,4518
My,,0,4519
 sister,-5.0432115,2,4519
 told,-4.5985236,9,4519
 me,-0.1853326,14,4519
 what,-4.2440977,17,4519
 our,-7.460002,22,4519
 mother,-1.5908033,26,4519
 admitted,-9.575035,33,4519
 the,-5.3185005,42,4519
 newspaper,-11.463394,46,4519
 published,-5.1410575,56,4519
 last,-5.1150904,66,4519
 month,-2.2996166,71,4519
 .,-7.35268,77,4519
My,,0,4520
 sister,-5.0431433,2,4520
 told,-4.5979247,9,4520
 me,-0.18608746,14,4520
 that,-1.4938997,17,4520
 our,-4.300548,22,4520
 mother,-1.8798728,26,4520
 admitted,-8.1138115,33,4520
 that,-1.7902265,42,4520
 the,-3.2863536,47,4520
 newspaper,-8.837139,51,4520
 published,-5.7811337,61,4520
 a,-1.4980942,71,4520
 false,-2.283061,73,4520
 story,-1.002589,79,4520
 last,-6.5481157,85,4520
 month,-2.4083579,90,4520
 .,-7.3633337,96,4520
My,,0,4521
 sister,-5.043285,2,4521
 told,-4.593003,9,4521
 me,-0.18571082,14,4521
 what,-4.235288,17,4521
 our,-7.8843613,22,4521
 mother,-1.5863909,26,4521
 admitted,-9.565576,33,4521
 that,-4.582546,42,4521
 the,-4.7425146,47,4521
 newspaper,-8.699707,51,4521
 published,-4.460246,61,4521
 a,-2.3587053,71,4521
 false,-2.6587005,73,4521
 story,-1.3010331,79,4521
 last,-6.410957,85,4521
 month,-2.1549556,90,4521
 .,-7.1984053,96,4521
My,,0,4522
 sister,-5.043344,2,4522
 told,-4.5939555,9,4522
 me,-0.18593097,14,4522
 that,-1.4929434,17,4522
 our,-4.544873,22,4522
 mother,-1.8847735,26,4522
 admitted,-8.118447,33,4522
 that,-1.7885101,42,4522
 the,-3.2861345,47,4522
 newspaper,-8.825218,51,4522
 published,-5.778532,61,4522
 last,-6.970746,71,4522
 month,-2.3401873,76,4522
 .,-9.196387,82,4522
My,,0,4523
 sister,-5.0430064,2,4523
 told,-4.6077695,9,4523
 me,-0.18545407,14,4523
 what,-4.238187,17,4523
 our,-7.3828998,22,4523
 mother,-1.5897994,26,4523
 admitted,-9.580037,33,4523
 that,-4.5844097,42,4523
 the,-4.7477045,47,4523
 newspaper,-8.682229,51,4523
 published,-4.4760036,61,4523
 last,-5.105788,71,4523
 month,-2.1757555,76,4523
 .,-7.639671,82,4523
My,,0,4524
 sister,-5.042786,2,4524
 told,-4.5997825,9,4524
 me,-0.1860825,14,4524
 that,-1.4927716,17,4524
 our,-4.550009,22,4524
 mother,-1.8733711,26,4524
 admitted,-8.10719,33,4524
 whether,-12.862655,42,4524
 the,-3.5793424,50,4524
 newspaper,-8.103754,54,4524
 published,-4.6634583,64,4524
 a,-2.8706367,74,4524
 false,-3.799399,76,4524
 story,-1.7131486,82,4524
 last,-6.3090234,88,4524
 month,-2.3615828,93,4524
 .,-7.117877,99,4524
